000DW-L177B0007,Baillieu,Basement
000DW-L177B0008,Baillieu,Basement
000DW-L177B0009,Baillieu,Basement
000DW-L177B0010,Baillieu,Basement
000DW-L177B0011,Baillieu,Basement
000DW-L177B0012,Baillieu,Basement
000DW-L177B0013,Baillieu,Basement
000DW-L177B0014,Baillieu,Basement
000DW-L177B0015,Baillieu,Basement
000DW-L177B0016,Baillieu,Basement
000DW-L177B0017,Baillieu,Basement
000DW-L177B0018,Baillieu,Basement
000DW-L177B0019,Baillieu,Basement
000DW-L177B0020,Baillieu,Basement
000DW-L177G0001,Baillieu,Ground
000DW-L177G0002,Baillieu,Ground
000DW-L177G0003,Baillieu,Ground
000DW-L177G0004,Baillieu,Ground
000DW-L177G0005,Baillieu,Ground
000DW-L177G0006,Baillieu,Ground
000DW-L177G0007,Baillieu,Ground
000DW-L177G0008,Baillieu,Ground
000DW-L177G0009,Baillieu,Ground
000DW-L177G0010,Baillieu,Ground
000DW-L177G0011,Baillieu,Ground
000DW-L177G0012,Baillieu,Ground
000DW-L177G0013,Baillieu,Ground
000DW-L177G0014,Baillieu,Ground
000DW-L177G0015,Baillieu,Ground
000DW-L177G0016,Baillieu,Ground
000DW-L177G0017,Baillieu,Ground
000DW-L177G0018,Baillieu,Ground
000DW-L177G0019,Baillieu,Ground
000DW-L177G0020,Baillieu,Ground
000DW-L177G0021,Baillieu,Ground
000DW-L177G0022,Baillieu,Ground
000DW-L177G0023,Baillieu,Ground
000DW-L177G0024,Baillieu,Ground
000DW-L177G0025,Baillieu,Ground
000DW-L177G0026,Baillieu,Ground
000DW-L177G0027,Baillieu,Ground
000DW-L177G0028,Baillieu,Ground
000DW-L177G0029,Baillieu,Ground
000DW-L177G0030,Baillieu,Ground
000DW-L177G0031,Baillieu,Ground
000DW-L177G0032,Baillieu,Ground
000DW-L177G0033,Baillieu,Ground
000DW-L177G0034,Baillieu,Ground
000DW-L177G0035,Baillieu,Ground
000DW-L177G0036,Baillieu,Ground
000DW-L177G0037,Baillieu,Ground
000DW-L177G0038,Baillieu,Ground
000DW-L177G0039,Baillieu,Ground
000DW-L177G0040,Baillieu,Ground
000DW-L177G0041,Baillieu,Ground
000DW-L177G0042,Baillieu,Ground
000DW-L177G0043,Baillieu,Ground
000DW-L177G0044,Baillieu,Ground
000DW-L177G0045,Baillieu,Ground
000DW-L177G0046,Baillieu,Ground
000DW-L177G0047,Baillieu,Ground
000DW-L177G0048,Baillieu,Ground
000DW-L177G0049,Baillieu,Ground
000DW-L177G0050,Baillieu,Ground
000DW-L177G0051,Baillieu,Ground
000DW-L177G0052,Baillieu,Ground
000DW-L177G0053,Baillieu,Ground
000DW-L177G0054,Baillieu,Ground
000DW-L177G0055,Baillieu,Ground
000DW-L177G0056,Baillieu,Ground
000DW-L177G0057,Baillieu,Ground
000DW-L177G0058,Baillieu,Ground
000DW-L177G0059,Baillieu,Ground
000DW-L177G0060,Baillieu,Ground
000DW-L177G0061,Baillieu,Ground
000DW-L177G0062,Baillieu,Ground
000DW-L177G0063,Baillieu,Ground
000DW-L177G0064,Baillieu,Ground
000DW-L18210001,Brownless,Level 1
000DW-L18210002,Brownless,Level 1
000DW-L18210003,Brownless,Level 1
000DW-L18210004,Brownless,Level 1
000DW-L18210005,Brownless,Level 1
000DW-L18220001,Brownless,Level 2
000DW-L18220002,Brownless,Level 2
000DW-L182G0001,Brownless,Ground
000DW-L182G0002,Brownless,Ground
000DW-L182G0003,Brownless,Ground
000DW-L182G0004,Brownless,Ground
000DW-L182G0005,Brownless,Ground
000DW-L182G0006,Brownless,Ground
000DW-L182G0007,Brownless,Ground
000DW-L182G0008,Brownless,Ground
000DW-L182G0009,Brownless,Ground
000DW-L182G0010,Brownless,Ground
000DW-L182G0011,Brownless,Ground
000DW-L182G0012,Brownless,Ground
000DW-L182G0013,Brownless,Ground
000DW-L182G0014,Brownless,Ground
000DW-L182G0015,Brownless,Ground
000DW-L182G0016,Brownless,Ground
000DW-L182G0017,Brownless,Ground
000DW-L182G0018,Brownless,Ground
000DW-L182G0019,Brownless,Ground
000DW-L182G0020,Brownless,Ground
000DW-L182G0021,Brownless,Ground
000DW-L182G0022,Brownless,Ground
000DW-L182G0023,Brownless,Ground
000DW-L182G0024,Brownless,Ground
000DW-L182G0025,Brownless,Ground
000DW-L182G0026,Brownless,Ground
000DW-L182G0027,Brownless,Ground
000DW-L182G0028,Brownless,Ground
000DW-L182G0029,Brownless,Ground
000DW-L182G0030,Brownless,Ground
000DW-L182G0031,Brownless,Ground
000DW-L182G0032,Brownless,Ground
000DW-L182G0033,Brownless,Ground
000DW-L182G0034,Brownless,Ground
000DW-L182G0035,Brownless,Ground
000DW-L182G0036,Brownless,Ground
000DW-L182G0037,Brownless,Ground
000DW-L182G0038,Brownless,Ground
000DW-L182G0039,Brownless,Ground
000DW-L182G0040,Brownless,Ground
000DW-L182G0041,Brownless,Ground
000DW-L182G0042,Brownless,Ground
000DW-L403G0001,VetSci,Ground
000DW-L403G0002,VetSci,Ground
000DW-L403G0003,VetSci,Ground
000DW-L403G0004,VetSci,Ground
000DW-L403G0005,VetSci,Ground
000DW-L403G0006,VetSci,Ground
000DW-L41831201,Werribee,312
000DW-L41831202,Werribee,312
000DW-L41831203,Werribee,312
000DW-L41831204,Werribee,312
000DW-L86320001,Southbank,Level 2
000DW-L86320002,Southbank,Level 2
000DW-L86320003,Southbank,Level 2
000DW-L86320004,Southbank,Level 2
000DW-L86320005,Southbank,Level 2
000DW-L86320006,Southbank,Level 2
000DW-L86320007,Southbank,Level 2
000DW-L86320008,Southbank,Level 2
000DW-L86320009,Southbank,Level 2
000DW-L86320010,Southbank,Level 2
000DW-L86320011,Southbank,Level 2
000DW-L86320012,Southbank,Level 2
000DW-L86320013,Southbank,Level 2
000DW-L86320014,Southbank,Level 2
000DW-L86320015,Southbank,Level 2
000DW-L914G0001,Burnley,Ground
000DW-L914G0002,Burnley,Ground
000DW-L914G0003,Burnley,Ground
000DW-L914G0004,Burnley,Ground
000DW-L914G0005,Burnley,Ground
000DW-L914G0006,Burnley,Ground
000DW-T17110701,ERC,Level 1
000DW-T17110702,ERC,Level 1
000DW-T17110703,ERC,Level 1
000DW-T17110704,ERC,Level 1
000DW-T17110705,ERC,Level 1
000DW-T17110706,ERC,Level 1
000DW-T17110707,ERC,Level 1
000DW-T17110708,ERC,Level 1
000DW-T17110709,ERC,Level 1
000DW-T17110710,ERC,Level 1
000DW-T17110711,ERC,Level 1
000DW-T17110712,ERC,Level 1
000DW-T17110713,ERC,Level 1
000DW-T17110714,ERC,Level 1
000DW-T17110715,ERC,Level 1
000DW-T17110716,ERC,Level 1
000DW-T17110717,ERC,Level 1
000DW-T17110718,ERC,Level 1
C000DW-L71915801,Creswick,Library
C000DW-L71915802,Creswick,Library
C000DW-L71915803,Creswick,Library
